id,location_name,location_url,location_zip,location_address,room_number,location_phone,locations_hours,services,services_contact,eligibility,how_best_to_access,category,search_keywords,organization
162,LA Conservation Corps: East LA Center,http://lacorps.org/,90023,"1020 S. Fickett Street Los Angeles, CA",,323.526.1460,,"LA Conservation Corps provides at-risk young adults and school-aged youth with opportunities for success through job skills training, education and work experience with an emphasis on conservation and service projects that benefit the community.",Myisha Bowens (323) 224-2550 ext 538mbowens@lacorps.org,Ages 18 -24,"Documents required to enroll: Gov't ID,Birth Certificate,  High School Transcript or Diploma,  Social Security Card, Proof of income, Proof of address. Then, attend an orientation on Mondays at 7:30 am at East LA Center. Then, complete interview, complete an assessment, and complete an Intake (includes Math & English+Contract paperwork)",School (K-12),Diploma|Alternative Graduation,YouthSource Los Angeles: LA Conservation Corps
163,LA Conservation Corps: East LA Center,http://lacorps.org/,90023,"1020 S. Fickett Street Los Angeles, CA",,323.526.1460,,"LA Conservation Corps provides at-risk young adults and school-aged youth with opportunities for success through job skills training, education and work experience with an emphasis on conservation and service projects that benefit the community.",Myisha Bowens (323) 224-2550 ext 538mbowens@lacorps.org,Ages 18 -24,"Documents required to enroll: Gov't ID,Birth Certificate,  High School Transcript or Diploma,  Social Security Card, Proof of income, Proof of address. Then, attend an orientation on Mondays at 7:30 am at East LA Center. Then, complete interview, complete an assessment, and complete an Intake (includes Math & English+Contract paperwork)",Work,Job Training|Jobs/Apprenticeships,YouthSource Los Angeles: LA Conservation Corps
164,LA Conservation Corps: North East LA Center ,http://lacorps.org/,90012,"1400 N. Spring Street Los Angeles, CA",,323.224.2550,,"LA Conservation Corps provides at-risk young adults and school-aged youth with opportunities for success through job skills training, education and work experience with an emphasis on conservation and service projects that benefit the community.",Myisha Bowens (323) 224-2550 ext 538mbowens@lacorps.org,Ages 18 - 24,"Documents required to enroll: Gov't ID,Birth Certificate,  High School Transcript or Diploma,  Social Security Card, Proof of income, Proof of address. Then, attend an orientation on Tuesdays at 7:30 am at the North East LA Center. Then, complete interview, complete an assessment, and complete an Intake (includes Math & English+Contract paperwork).",School (K-12),Diploma|Alternative Graduation,YouthSource Los Angeles: LA Conservation Corps
165,LA Conservation Corps: North East LA Center ,http://lacorps.org/,90012,"1400 N. Spring Street Los Angeles, CA",,323.224.2550,,"LA Conservation Corps provides at-risk young adults and school-aged youth with opportunities for success through job skills training, education and work experience with an emphasis on conservation and service projects that benefit the community.",Myisha Bowens (323) 224-2550 ext 538mbowens@lacorps.org,Ages 18 - 24,"Documents required to enroll: Gov't ID,Birth Certificate,  High School Transcript or Diploma,  Social Security Card, Proof of income, Proof of address. Then, attend an orientation on Tuesdays at 7:30 am at the North East LA Center. Then, complete interview, complete an assessment, and complete an Intake (includes Math & English+Contract paperwork).",Work,Job Training|Jobs/Apprenticeships,YouthSource Los Angeles: LA Conservation Corps
166,Boyle Heights Technology YouthSource Center,http://bhtechyouthcenter.wix.com/bhtyc   ,90033,"1600 East 4th Street, Los Angeles CA",,323.526.0145,Monday/Wednesday8.00 a.m. - 7:00 p.m. Tuesday/Thursday8.00 a.m. - 6:30 p.m. Friday8.00 a.m. - 5:30 p.m.SaturdayAs needed,"The BHTYC provides comprehensive case management services that focus on developing youth assets and strengths besides addressing youth barriers. Specifically, we provide: Academic Assistance; Subsidized Internships; Job Training & Placement; Career Exploration; Vocational Training; Mentoring; Leadership Development; Social Activities; Leadership Development. ",Sara Puma323.526.1232 Andrea Angulo323.526.0147,"Cannot have a High School Diploma or GED, must be a resident of the city of Los Angeles, and must have a right to work in the U.S.","Required documents to enroll include the following:  Gov't ID, Birth Certificate, Social Security Card, Proof of income, and Proof of address. ",School (K-12),Diploma|Alternative Graduation,America's Job Center:Boyle Heights Technology YouthSource Center  
167,Boyle Heights Technology YouthSource Center,http://bhtechyouthcenter.wix.com/bhtyc   ,90033,"1600 East 4th Street, Los Angeles CA",,323.526.0145,Monday/Wednesday8.00 a.m. - 7:00 p.m. Tuesday/Thursday8.00 a.m. - 6:30 p.m. Friday8.00 a.m. - 5:30 p.m.SaturdayAs needed,"The BHTYC provides comprehensive case management services that focus on developing youth assets and strengths besides addressing youth barriers. Specifically, we provide: Academic Assistance; Subsidized Internships; Job Training & Placement; Career Exploration; Vocational Training; Mentoring; Leadership Development; Social Activities; Leadership Development. ",Sara Puma323.526.1232 Andrea Angulo323.526.0147,"Cannot have a High School Diploma or GED, must be a resident of the city of Los Angeles, and must have a right to work in the U.S.","Required documents to enroll include the following:  Gov't ID, Birth Certificate, Social Security Card, Proof of income, and Proof of address. ",Work,Job Training|Jobs/Apprenticeships|Summer Jobs,America's Job Center:Boyle Heights Technology YouthSource Center  
168,Vernon-Central Workforce Development Network,http://www.coalitionrcd.org/  ,90011,"1006 E. 28th Street, Los Angeles, CA",,323.521.1910Ext. 210,,"We enroll new students age 16-24 every 5-8 weeks. Our high school program is located on campus at LA Trade Technical College. All incoming students co-enroll at the College, so our students have access to College courses plus the College library, computer lab, and many other resources. At CRCD Academy, we focus on project-based learning and we offer an expedited path to earn an accredited high school diploma with the YouthBuild Charter School of CA. Our students get involved in community service, leadership, and career preparation, and we have a Youth Policy Council – run by students, for students.",Jeffery Elias213. 743.6193 ext 210,Ages 16-24,"To get started, call 323. 521.1910 ext. 210 or visit the VCN YouthSource Center, 1006 E. 28th Street, Los Angeles, CA 90011, and attend an orientation on Mondays at 3 pm & Wednesdays at 1 pm (walk ins welcome). Bring the following documents: Unexpired CA ID, Birth Certifcate, Proof of Income, Proof of Residence, and Social security card.",School (K-12),Diploma|Alternative Graduation,Coalition for Responsible Community Development (CRCD)
169,Ruth's Place,http://www.coalitionrcd.org/wp-content/uploads/2015/02/RuthPlace_Poster_web.pdf,90037,"4775 S. Broadway, Los Angeles, CA",,323.432.2440,,"Ruth’s Place is our drop-in center for youth and young adults age 18-24 who need help finding stable housing. Ruth’s Place offers a safe space for youth and young adults to get housing assistance and support such as counseling, case management, recreational activities, access to our education & career prep programs, and jobs.","Ishimine Caldwell, Supportive Services Manager 323.432.2440.",Ages 18-24,Learn more about CRCD and our housing options at our housing information sessions that take place on Tuesdays and Thursdays at 10am.,Living,Shelters|Permanent Housing,Coalition for Responsible Community Development (CRCD)
170,Coalition for Responsible Community Development (CRCD),http://www.coalitionrcd.org/  ,90011,"1006 E. 28th Street, Los Angeles, CA",,323.521.1910Ext. 210,,"CRCD develops and owns a limited amount of rental housing for youth and young adults who have very low- or extremely low-income. Our apartments come with a lease, plus support services (which are voluntary) such as cooking classes, household budget workshops, access to our education & career prep programs, & help finding a job.","Ishimine Caldwell, Supportive Services Manager 323.432.2440.","To see if you qualify, and to apply for housing, please call (323) 432-2440.",Learn more about CRCD and our housing options at our housing information sessions that take place on Tuesdays and Thursdays at 10am.,Living,Permanent Housing,Coalition for Responsible Community Development (CRCD)
171,Vernon-Central Workforce Development Network,http://www.coalitionrcd.org/  ,90011,"1006 E. 28th Street, Los Angeles, CA",,323.521.1910Ext. 210,,"This program gives young people a chance to earn a high school diploma, get training from CRCD Enterprises, and earn a credential in the field of construction. Youth also learn leadership skills, and give back to the community through service projects such as neighborhood beautification. CRCD provides coaching, advocacy, support services such as bus tokens, career placement assistance, & follow-up services.We can also help you find a job, whether it’s part-time while going to school, full-time, or a summer job. We can teach you how to prepare a resume, interview for a job, work as part of a team, and communicate with your supervisor. We can help you to explore career options or apply for college. You can also use our free computer lab!",Shawntae Hines562.533.2897shines@coalitionrcd.org,,"To get started, please call (323) 521-1910 Ext. 210 or attend an orientation at the VCN YouthSource Center",Work,Job Training|Summer Jobs|Jobs/Apprenticeships|Money and Budgeting|Job Shadowing/Internships,YouthSource Los Angeles: Coalition for Responsible Community Development (CRCD)
172,AYE: SOUTH LOS ANGELES SOUTHEAST L.A. WORKSOURCE CENTER,http://www.ayela.org/,90037,"3965 S. Vermont Ave Los Angeles, CA",,323.731.8596,,"AYE programs provide a comprehensive range of employment services for at-risk youth, including: classroom training;   paid internships; mentoring; workforce preparation; support services; job placement; occupational training; career planning; work-based learning. ",Alma Diaz Program Coordinator 323.731.8596 alma@aye-la.org,"Ages 16-18 summer; Ages 16-21 if in high school seniors, high school drop outs or high school graduates; year round stops at 2. After July 1 after 24 years",,Work,Job Training|Summer Jobs|Jobs/Apprenticeships|Money and Budgeting|Job Shadowing/Internships,America's Job Centers: Archdiocesan Youth Employment Services (AYE)
173,AYE: SOUTH LOS ANGELES SOUTHEAST L.A. WORKSOURCE CENTER,http://www.ayela.org/,90037,"3965 S. Vermont Ave Los Angeles, CA",,323.731.8596,,"AYE programs provide a comprehensive range of employment services for at-risk youth, including: classroom training;   paid internships; mentoring; workforce preparation; support services; job placement; occupational training; career planning; work-based learning. ",Alma Diaz Program Coordinator 323.731.8596 alma@aye-la.org,"Ages 16-18 summer; Ages 16-21 if in high school seniors, high school drop outs or high school graduates; year round stops at 2. After July 1 after 24 years",,School (K-12),Alternative Graduation,America's Job Centers: Archdiocesan Youth Employment Services (AYE)
174,AYE: SOUTH LOS ANGELES SOUTHEAST L.A. WORKSOURCE CENTER,http://www.ayela.org/,90037,"3965 S. Vermont Ave Los Angeles, CA",,323.731.8596,,"AYE programs provide a comprehensive range of employment services for at-risk youth, including: classroom training;   paid internships; mentoring; workforce preparation; support services; job placement; occupational training; career planning; work-based learning. ",Alma Diaz Program Coordinator 323.731.8596 alma@aye-la.org,"Ages 16-18 summer; Ages 16-21 if in high school seniors, high school drop outs or high school graduates; year round stops at 2. After July 1 after 24 years",,Work,Job Training|Summer Jobs|Jobs/Apprenticeships|Money and Budgeting|Job Shadowing/Internships,YouthSource Los Angeles: Archdiocesan Youth Employment Services (AYE)
175,AYE: SOUTH LOS ANGELES SOUTHEAST L.A. WORKSOURCE CENTER,http://www.ayela.org/,90037,"3965 S. Vermont Ave Los Angeles, CA",,323.731.8596,,"AYE programs provide a comprehensive range of employment services for at-risk youth, including: classroom training;   paid internships; mentoring; workforce preparation; support services; job placement; occupational training; career planning; work-based learning. ",Alma Diaz Program Coordinator 323.731.8596 alma@aye-la.org,"Ages 16-18 summer; Ages 16-21 if in high school seniors, high school drop outs or high school graduates; year round stops at 2. After July 1 after 24 years",,School (K-12),Alternative Graduation,YouthSource Los Angeles: Archdiocesan Youth Employment Services (AYE)
176,AYE:CENTRAL LOS ANGELES AYE – MAIN OFFICE,http://www.ayela.org/,90010,"3250 Wilshire Blvd., Suite 1010 Los Angeles, CA",,213.736.5456,,"AYE programs provide a comprehensive range of employment services for at-risk youth, including: classroom training;   paid internships; mentoring; workforce preparation; support services; job placement; occupational training; career planning; work-based learning. ",Jose Guardon213.736.5456 ext. 8466Jose@aye-la.org,"Ages 16-18 summer; Ages 16-21 if in high school seniors, high school drop outs or high school graduates; year round stops at 2. After July 1 after 24 years",,Work,Job Training|Summer Jobs|Jobs/Apprenticeships|Money and Budgeting|Job Shadowing/Internships,America's Job Centers: Archdiocesan Youth Employment Services (AYE)
177,AYE:CENTRAL LOS ANGELES AYE – MAIN OFFICE,http://www.ayela.org/,90010,"3250 Wilshire Blvd., Suite 1010 Los Angeles, CA",,213.736.5456,,"AYE programs provide a comprehensive range of employment services for at-risk youth, including: classroom training;   paid internships; mentoring; workforce preparation; support services; job placement; occupational training; career planning; work-based learning. ",Jose Guardon213.736.5456 ext. 8466Jose@aye-la.org,"Ages 16-18 summer; Ages 16-21 if in high school seniors, high school drop outs or high school graduates; year round stops at 2. After July 1 after 24 years",,School (K-12),Alternative Graduation,America's Job Centers: Archdiocesan Youth Employment Services (AYE)
178,AYE:CENTRAL LOS ANGELES AYE – MAIN OFFICE,http://www.ayela.org/,90010,"3250 Wilshire Blvd., Suite 1010 Los Angeles, CA",,213.736.5456,,"AYE programs provide a comprehensive range of employment services for at-risk youth, including: classroom training;   paid internships; mentoring; workforce preparation; support services; job placement; occupational training; career planning; work-based learning. ",Jose Guardon213.736.5456 ext. 8466Jose@aye-la.org,"Ages 16-18 summer; Ages 16-21 if in high school seniors, high school drop outs or high school graduates; year round stops at 2. After July 1 after 24 years",,Work,Job Training|Summer Jobs|Jobs/Apprenticeships|Money and Budgeting|Job Shadowing/Internships,YouthSource Los Angeles: Archdiocesan Youth Employment Services (AYE)
179,AYE:CENTRAL LOS ANGELES AYE – MAIN OFFICE,http://www.ayela.org/,90010,"3250 Wilshire Blvd., Suite 1010 Los Angeles, CA",,213.736.5456,,"AYE programs provide a comprehensive range of employment services for at-risk youth, including: classroom training;   paid internships; mentoring; workforce preparation; support services; job placement; occupational training; career planning; work-based learning. ",Jose Guardon213.736.5456 ext. 8466Jose@aye-la.org,"Ages 16-18 summer; Ages 16-21 if in high school seniors, high school drop outs or high school graduates; year round stops at 2. After July 1 after 24 years",,School (K-12),Alternative Graduation,YouthSource Los Angeles: Archdiocesan Youth Employment Services (AYE)
180,AYE:EAST LOS ANGELES EAST LOS ANGELES WORKSOURCE CENTER,http://www.ayela.org/,90022,"5301 Whittier Blvd. Los Angeles, CA",,323.887.7122,,"AYE programs provide a comprehensive range of employment services for at-risk youth, including: classroom training;   paid internships; mentoring; workforce preparation; support services; job placement; occupational training; career planning; work-based learning. ",Agavni Anneyan Agavni@aye-la.org,"Ages 16-18 summer; Ages 16-21 if in high school seniors, high school drop outs or high school graduates; year round stops at 2. After July 1 after 24 years",,Work,Job Training|Summer Jobs|Jobs/Apprenticeships|Money and Budgeting|Job Shadowing/Internships,America's Job Centers: Archdiocesan Youth Employment Services (AYE)
181,AYE:EAST LOS ANGELES EAST LOS ANGELES WORKSOURCE CENTER,http://www.ayela.org/,90022,"5301 Whittier Blvd. Los Angeles, CA",,323.887.7122,,"AYE programs provide a comprehensive range of employment services for at-risk youth, including: classroom training;   paid internships; mentoring; workforce preparation; support services; job placement; occupational training; career planning; work-based learning. ",Agavni AnneyanAgavni@aye-la.org,"Ages 16-18 summer; Ages 16-21 if in high school seniors, high school drop outs or high school graduates; year round stops at 2. After July 1 after 24 years",,School (K-12),Alternative Graduation,America's Job Centers: Archdiocesan Youth Employment Services (AYE)
182,AYE:FLORENCE-FIRESTONE EMPLOYMENT RESOURCE CENTER (La Alameda Shopping Center),http://www.ayela.org/,90255,"2166 E. Florence Ave, Second Floor Walnut Park, CA",,323.583.9655,,"AYE programs provide a comprehensive range of employment services for at-risk youth, including: classroom training;   paid internships; mentoring; workforce preparation; support services; job placement; occupational training; career planning; work-based learning. ",Manuel CerdaProgram Coordinator323.583.9655 Manuel@aye-la.org,"Ages 16-18 summer; Ages 16-21 if in high school seniors, high school drop outs or high school graduates; year round stops at 2. After July 1 after 24 years",,Work,Job Training|Summer Jobs|Jobs/Apprenticeships|Money and Budgeting|Job Shadowing/Internships,America's Job Centers: Archdiocesan Youth Employment Services (AYE)
183,AYE:FLORENCE-FIRESTONE EMPLOYMENT RESOURCE CENTER (La Alameda Shopping Center),http://www.ayela.org/,90255,"2166 E. Florence Ave, Second Floor Walnut Park, CA",,323.583.9655,,"AYE programs provide a comprehensive range of employment services for at-risk youth, including: classroom training;   paid internships; mentoring; workforce preparation; support services; job placement; occupational training; career planning; work-based learning. ",Manuel CerdaProgram Coordinator323.583.9655 Manuel@aye-la.org,"Ages 16-18 summer; Ages 16-21 if in high school seniors, high school drop outs or high school graduates; year round stops at 2. After July 1 after 24 years",,School (K-12),Alternative Graduation,America's Job Centers: Archdiocesan Youth Employment Services (AYE)
184,Para Los Ninos,http://paralosninos.org/,90031,"500 Lucas Avenue Los Angeles, CA",,213.250.4800,,"We provide seamless, integrated and comprehensive academic, workforce and post-secondary education preparation and training, including paid and unpaid work experience, basic skills training, computer literacy, mentoring, career counseling, job placement, case management, and other activities. Para Los Niños also provides paid work experience to hundreds of youth every year. Our goal is to place young people on the path to living wage jobs with career ladders. Recognizing that the best path to higher lifelong earnings is a good education, Youth Workforce Services (YWS) reengages disconnected youth back in school and encourages and motivates high school students to stay in school.  We provide assistance to young people ages 14 to 24 in meeting graduation and admission requirements, as well as applying for financial aid and scholarships. YWS offers linkage to after-school tutoring, art workshops, music workshops, leadership building events, college visits, SAT preparation classes, peer and adult mentoring, and field trips — services provided by our center and other agency programs. YWS supportive services include tuition and book reimbursement, bus tokens, gas reimbursement, food and clothing vouchers, childcare referrals, mental health referrals, and a variety of services to support the youth and their families. YWS provides placements in unsubsidized work experiences, paid internships, and opportunities to complete work-readiness training under qualified, caring, experienced professionals.",Jorge Orozco Director of Youth Workforce Services 323.275.9309 jorozco@paralosninos.org,Ages 14-24,,Work,Job Training|Summer Jobs|Jobs/Apprenticeships|Money and Budgeting|Job Shadowing/Internships,YouthSource Los Angeles: Para Los Ninos-Power of One Youth Workforce Service
185,Para Los Ninos,http://paralosninos.org/,90031,"500 Lucas Avenue Los Angeles, CA",,213.250.4800,,"We provide seamless, integrated and comprehensive academic, workforce and post-secondary education preparation and training, including paid and unpaid work experience, basic skills training, computer literacy, mentoring, career counseling, job placement, case management, and other activities. Para Los Niños also provides paid work experience to hundreds of youth every year. Our goal is to place young people on the path to living wage jobs with career ladders. Recognizing that the best path to higher lifelong earnings is a good education, Youth Workforce Services (YWS) reengages disconnected youth back in school and encourages and motivates high school students to stay in school.  We provide assistance to young people ages 14 to 24 in meeting graduation and admission requirements, as well as applying for financial aid and scholarships. YWS offers linkage to after-school tutoring, art workshops, music workshops, leadership building events, college visits, SAT preparation classes, peer and adult mentoring, and field trips — services provided by our center and other agency programs. YWS supportive services include tuition and book reimbursement, bus tokens, gas reimbursement, food and clothing vouchers, childcare referrals, mental health referrals, and a variety of services to support the youth and their families. YWS provides placements in unsubsidized work experiences, paid internships, and opportunities to complete work-readiness training under qualified, caring, experienced professionals.",Jorge Orozco Director of Youth Workforce Services 323.275.9309 jorozco@paralosninos.org,Ages 14-24,,School (K-12),Alternative Graduation|ACT/SAT Prep/Tests|College Prep|Extracurricular Activities,Para Los Ninos
186,Para Los Ninos,http://paralosninos.org/,90031,"500 Lucas Avenue Los Angeles, CA",,213.250.4800,,"We provide seamless, integrated and comprehensive academic, workforce and post-secondary education preparation and training, including paid and unpaid work experience, basic skills training, computer literacy, mentoring, career counseling, job placement, case management, and other activities. Para Los Niños also provides paid work experience to hundreds of youth every year. Our goal is to place young people on the path to living wage jobs with career ladders. Recognizing that the best path to higher lifelong earnings is a good education, Youth Workforce Services (YWS) reengages disconnected youth back in school and encourages and motivates high school students to stay in school.  We provide assistance to young people ages 14 to 24 in meeting graduation and admission requirements, as well as applying for financial aid and scholarships. YWS offers linkage to after-school tutoring, art workshops, music workshops, leadership building events, college visits, SAT preparation classes, peer and adult mentoring, and field trips — services provided by our center and other agency programs. YWS supportive services include tuition and book reimbursement, bus tokens, gas reimbursement, food and clothing vouchers, childcare referrals, mental health referrals, and a variety of services to support the youth and their families. YWS provides placements in unsubsidized work experiences, paid internships, and opportunities to complete work-readiness training under qualified, caring, experienced professionals.",Jorge Orozco Director of Youth Workforce Services 323.275.9309 jorozco@paralosninos.org,Ages 14-24,,Work,Job Training|Summer Jobs|Jobs/Apprenticeships|Money and Budgeting|Job Shadowing/Internships,Para Los Ninos
187,Mexican American Opportunites Foundation : Commerce,http://www.maof.org/,90022,"972 S Goodrich Blvd., Commerce, CA",,323.890.1555,,"Provide for the socio-economic betterment of the greater Latino community of California. Programs in early childhood education and family services, job training, and senior lifestyle development.",,,,School (K-12),Diploma|Alternative Graduation,America's Job Centers: Mexican American Opportunites Foundation 
188,Mexican American Opportunites Foundation : Commerce,http://www.maof.org/,90022,"972 S Goodrich Blvd., Commerce, CA",,323.890.1555,,"Provide for the socio-economic betterment of the greater Latino community of California. Programs in early childhood education and family services, job training, and senior lifestyle development.",,,,Work,Job Training|Summer Jobs|Jobs/Apprenticeships|Money and Budgeting|Job Shadowing/Internships,America's Job Centers: Mexican American Opportunites Foundation 
189,Mexican American Opportunites Foundation : Montebello,http://www.maof.org/,90640,"401 N Garfiled Ave Montebello, CA",,323.890.1555,,"Provide for the socio-economic betterment of the greater Latino community of California. Programs in early childhood education and family services, job training, and senior lifestyle development.",,,,School (K-12),Diploma|Alternative Graduation,America's Job Centers: Mexican American Opportunites Foundation 
190,Mexican American Opportunites Foundation : Montebello,http://www.maof.org/,90640,"401 N Garfiled Ave Montebello, CA",,323.890.1555,,"Provide for the socio-economic betterment of the greater Latino community of California. Programs in early childhood education and family services, job training, and senior lifestyle development.",,,,Work,Job Training|Summer Jobs|Jobs/Apprenticeships|Money and Budgeting|Job Shadowing/Internships,America's Job Centers: Mexican American Opportunites Foundation 
191,Brotherhood Crusade,http://www.brotherhoodcrusade.org/about/programs-services/youth-development-programs  ,90043,"5414 S. Crenshaw Blvd. Los Angeles, CA",,323.545.1130 ext. 200,,,,,,Work,Summer Jobs|Job Training|Money and Budgeting,YouthSource Los Angeles: Brotherhood Crusade
192,City of Compton CareerLink Center (Youth),http://www.comptoncity.org/,90221,"700 N Bullis Road Compton, CA",,310.605.3050,Monday - Thursday:7:00 am - 6:00 pm,"CareerLink is an employment resource that LINKS career seekers with employers. We have more than four decades of experience in the training, career planning, recruiting and job placement services. Our dedicated and knowledgeable staff provides high quality and efficient services. ",,,,Work,Job Training|Summer Jobs|Jobs/Apprenticeships|Money and Budgeting|Job Shadowing/Internships,America's Job Centers: City of Compton CareerLink Center (Youth)
193,Youth Center on Highland,http://www.lalgbtcenter.org/charter_high_school  ,90038,"1220 N Highland Ave Los Angeles, CA",,323.993.7500,,"Our school is an independent learning program where students receive the undivided attention they deserve from teachers and where diversity and acceptance are part of the campus culture. While the Los Angeles LGBT Center's Project SPIN (Suicide Prevention Intervention Now) is working to create campus environments in which all students are welcome, we’ve partnered with Opportunities for Learning to create a school at the Center that’s specifically for LGBT youth; a place where students are free to openly and honestly express themselves, free from prejudice and violence.",Molly Sirchermsircher@emsofl.com,19-year-old or younger,"If you believe our school is the right fit for you, please contact the lead teacher Molly Sircher at msircher@emsofl.com.",School (K-12),Diploma|Alternative Graduation,Los Angeles LGBT Center
194,Youth Center on Highland: Homeless Youth,http://www.lalgbtcenter.org/social_services_housing,90038,"1220 N Highland Ave Los Angeles, CA",,323.860.2280,Monday-Friday: 8:30 a.m.- 5:30 p.m.Saturday- Sunday:8:30 a.m.- 4:30 p.m.,"We offer food, clothing, counseling, medical care and a wide range of services to help young people get off the streets—including a safe home for a night or for up to 18 months.",,"Homeless lesbian, gay, bisexual, transgender or questioning young people (ages 12 – 24) without a home",,Living,SheltersFood,Los Angeles LGBT Center
195,Youth Center on Highlandr: Transitional Housing,http://www.lalgbtcenter.org/transitional_housing,90038,"1220 N Highland Ave Los Angeles, CA",,323.993.7500,Monday-Friday: 8:30 a.m.- 5:30 p.m.Saturday- Sunday:8:30 a.m.- 4:30 p.m.,"Our 24-bed transitional living program offers you a free, welcoming place to stay for up to 18 months while developing the skills, resources and experience to make it on your own.",,"Lesbian, gay, bisexual, transgender or questioning young person (ages 18-24) without a place to call home.",,Living,Transitional Housing,Los Angeles LGBT Center
196,Youth Center on Highland: Employment Program ,http://www.lalgbtcenter.org/employment_program,90038,"1220 N Highland Ave Los Angeles, CA",,323.860.2295,,"The Los Angeles LGBT Center’s Youth Employment Program can help you evaluate the best jobs for you, provide you with training in office software, help you develop a resume and interview skills, and even connect you with LGBT-friendly employers who have job opportunities.  And if you need appropriate clothes for a job interview, we can help you with that as well.",,,Call 323.860.2295 to schedule an appointment.,Work,Job Training|Summer Jobs|Jos Shadowing/Internships,Los Angeles LGBT Center
197,Door of Hope,http://www.doorofhopecc.org/,90022,"1325 S Atlantic Blvd., Los Angeles, CA",,323.262.0777,,,,Ages 14-21,"Photo ID (CA or school ID) Social Security Card (Original is preferred, however a legible copy may be accepted under special circumstancesDCFS letter with date of birth, foster youth status, & address where you live. (The Youth Employment Agency will contact DCFS Youth Development Services to get this letter for you.) Work Permit from your school district, if you are under 18 Selective Service Registration, only if you are a male who is 18 years or older. Register online at: https://www.sss.gov/regver/wfregistration.aspx",Work,Job Training|Summer Jobs|Jobs/Apprenticeships|Money and Budgeting|Job Shadowing/Internships,America's Job Center: Door of Hope
198,Watts Labor Community Action Committee (WLCAC)-(Imperial Courts),http://www.wlcac.org/,90059,"10950 S. Central Ave Watts, CA",,323.563.5639,,"WLCAC has established a seamless, no-fail, job training, job placement, and post-employment training system for youth, adults, seniors, veterans, and dislocated workers as defined by the federal Workforce Investment Act. The Youth Services System prepares South Central and surrounding community residents for the labor force by providing job readiness, tutoring, GED assistance, post-secondary preparation, paid work experience, on-the-job-training, customized training, leadership development, case management, job advancement, and supportive services.",Starr Greenfield or Pamela Paige: 323.249.7751 Cell: 323.317.1000Pamela.paige@hacla.org,"Ages: 16-21, and a resident of the City of Los Angeles. Ages: 18-24, and active probation and/or parole within the last 12 months.",,School (K-12),Tutoring|Alternative Graduation|College Prep,YouthSource Los Angeles: Watts Labor Community Action Committee (WLCAC)-(Imperial Courts)
199,Watts Labor Community Action Committee (WLCAC)-(Imperial Courts),http://www.wlcac.org/,90059,"10950 S. Central Ave Watts, CA",,323.563.5639,,"WLCAC has established a seamless, no-fail, job training, job placement, and post-employment training system for youth, adults, seniors, veterans, and dislocated workers as defined by the federal Workforce Investment Act. The Youth Services System prepares South Central and surrounding community residents for the labor force by providing job readiness, tutoring, GED assistance, post-secondary preparation, paid work experience, on-the-job-training, customized training, leadership development, case management, job advancement, and supportive services.",Starr Greenfield or Pamela Paige: 323.249.7751 Cell: 323.317.1000Pamela.paige@hacla.org,"Ages: 16-21, and a resident of the City of Los Angeles. Ages: 18-24, and active probation and/or parole within the last 12 months.",,Work,Job Training|Summer Jobs|Jobs/Apprenticeships|Money and Budgeting|Job Shadowing/Internships,YouthSource Los Angeles: Watts Labor Community Action Committee (WLCAC)-(Imperial Courts)
200,Watts Labor Community Action Committee (WLCAC)-(Imperial Courts),http://www.wlcac.org/,90059,"10950 S. Central Ave Watts, CA",,323.563.5639,,"WLCAC has established a seamless, no-fail, job training, job placement, and post-employment training system for youth, adults, seniors, veterans, and dislocated workers as defined by the federal Workforce Investment Act. The Youth Services System prepares South Central and surrounding community residents for the labor force by providing job readiness, tutoring, GED assistance, post-secondary preparation, paid work experience, on-the-job-training, customized training, leadership development, case management, job advancement, and supportive services.",Starr Greenfield or Pamela Paige: 323.249.7751 Cell: 323.317.1000Pamela.paige@hacla.org,"Ages: 16-21, and a resident of the City of Los Angeles. Ages: 18-24, and active probation and/or parole within the last 12 months.",,Health,Counseling/Therapy,Watts Labor Community Action Committee (WLCAC)-(Imperial Courts)
201,The Greater Watts Child Care Center (GWCCC),http://www.wlcac.org/youth-and-families,90059,"10950 S. Central Ave Watts, CA",,323.563.5639,,"Provides one of the only infant care programs in the community, a community where over 48.1% of the families are female-headed, single parent families. GWCCC uses a sliding pay scale, based on a family's total income, to determine the amount each family pays for GWCCC's child care and development services. GWCCC's program consists of educational, recreational, and cultural enrichment activities, parenting classes, and family management workshops.",Starr Greenfield or Pamela Paige: 323.249.7751 Cell: 323.317.1000Pamela.paige@hacla.org,"Ages: 16-21, and a resident of the City of Los Angeles. Ages: 18-24, and active probation and/or parole within the last 12 months.",,Expecting and Parenting,Parenting Classes|Childcare,Watts Labor Community Action Committee (WLCAC)-(Imperial Courts)
